Participant number,Age,Gender,Phase,Phase score,Block,Word,Color,Response,Time
4,23,f,1,0.9,3,purple,green,purple,1.191735983
4,23,f,1,0.9,3,green,yellow,green,1.443470955
4,23,f,1,0.9,3,purple,blue,purple,1.325085878
4,23,f,1,0.9,3,blue,red,blue,2.006722927
4,23,f,1,0.9,3,purple,yellow,purple,1.779424906
4,23,f,1,0.9,3,yellow,red,yellow,0.8877029419
4,23,f,1,0.9,3,blue,yellow,blue,0.686964035
4,23,f,1,0.9,3,green,purple,green,0.9499809742
4,23,f,1,0.9,3,blue,green,blue,1.290424109
4,23,f,1,0.9,3,yellow,green,purple,1.050136089
4,23,f,1,0.9,3,purple,red,purple,1.276498079
4,23,f,1,0.9,3,red,purple,red,1.01544714
4,23,f,1,0.9,4,purple,red,purple,1.896306038
4,23,f,1,0.9,4,blue,green,blue,0.6494100094
4,23,f,1,0.9,4,green,purple,green,1.270144939
4,23,f,1,0.9,4,green,blue,green,1.925047159
4,23,f,1,0.9,4,red,green,blue,1.278882027
4,23,f,1,0.9,4,purple,green,purple,0.6442060471
4,23,f,1,0.9,4,purple,blue,purple,0.556625843
4,23,f,1,0.9,4,red,purple,red,0.9284420013
4,23,f,1,0.9,4,green,yellow,green,0.9542069435
4,23,f,1,0.9,4,yellow,green,yellow,1.239019156
4,23,f,1,0.9,4,blue,purple,yellow,1.169010162
4,23,f,1,0.9,4,red,blue,red,0.8631651402
4,23,f,1,0.9,4,purple,yellow,purple,1.430530071
4,23,f,1,0.9,4,yellow,purple,yellow,0.8399820328
4,23,f,1,0.9,4,yellow,blue,yellow,1.223501921
4,23,f,1,0.9,4,blue,yellow,blue,1.461620092
4,23,f,1,0.9,4,green,red,red,0.8801288605
4,23,f,1,0.9,4,blue,red,blue,0.7627551556
4,23,f,1,0.9,4,yellow,red,yellow,1.613101006
4,23,f,1,0.9,4,red,yellow,red,1.543192863
4,23,f,2,0.7875,1,purple,green,green,0.9936420918
4,23,f,2,0.7875,1,green,purple,purple,0.702655077
4,23,f,2,0.7875,1,purple,red,blue,0.5967941284
4,23,f,2,0.7875,1,red,blue,blue,0.6067349911
4,23,f,2,0.7875,1,green,red,red,0.7652471066
4,23,f,2,0.7875,1,purple,blue,blue,1.518658876
4,23,f,2,0.7875,1,blue,purple,blue,1.312768936
4,23,f,2,0.7875,1,yellow,purple,purple,0.5387070179
4,23,f,2,0.7875,1,red,green,red,0.7656722069
4,23,f,2,0.7875,1,red,purple,purple,0.9412050247
4,23,f,2,0.7875,1,yellow,red,red,0.803221941
4,23,f,2,0.7875,1,green,yellow,yellow,1.144011021
4,23,f,2,0.7875,1,blue,green,blue,1.693201065
4,23,f,2,0.7875,1,yellow,blue,purple,0.9830591679
4,23,f,2,0.7875,1,red,yellow,yellow,1.227010012
4,23,f,2,0.7875,1,purple,yellow,yellow,1.128679037
4,23,f,2,0.7875,1,green,blue,blue,0.9659919739
4,23,f,2,0.7875,1,yellow,green,purple,1.847656965
4,23,f,2,0.7875,1,blue,yellow,yellow,2.598770142
4,23,f,2,0.7875,1,blue,red,red,0.7546010017
4,23,f,2,0.7875,2,blue,purple,purple,1.03858614
4,23,f,2,0.7875,2,yellow,purple,purple,0.5963871479
4,23,f,2,0.7875,2,red,purple,purple,0.8281641006
4,23,f,2,0.7875,2,blue,red,red,0.6450130939
4,23,f,2,0.7875,2,red,yellow,yellow,0.8404188156
4,23,f,2,0.7875,2,blue,green,green,1.456110954
4,23,f,2,0.7875,2,purple,red,red,0.6642010212
4,23,f,2,0.7875,2,purple,green,green,0.783228159
4,23,f,2,0.7875,2,yellow,green,green,1.221922159
4,23,f,2,0.7875,2,green,blue,blue,1.308494091
4,23,f,2,0.7875,2,yellow,red,red,1.173204184
4,23,f,2,0.7875,2,red,green,purple,3.119313002
4,23,f,2,0.7875,2,purple,yellow,yellow,0.8139779568
4,23,f,2,0.7875,2,green,purple,purple,0.4853570461
4,23,f,2,0.7875,2,purple,blue,blue,1.093654871
4,23,f,2,0.7875,2,blue,yellow,yellow,1.033903837
4,23,f,2,0.7875,2,red,blue,blue,1.545412064
4,23,f,2,0.7875,2,green,red,red,0.7556529045
4,23,f,2,0.7875,2,green,yellow,yellow,1.502236128
4,23,f,2,0.7875,2,yellow,blue,blue,1.346354961
4,23,f,2,0.7875,3,yellow,green,green,3.844072819
4,23,f,2,0.7875,3,blue,red,red,0.7289891243
4,23,f,2,0.7875,3,purple,blue,blue,1.547656059
4,23,f,2,0.7875,3,purple,yellow,yellow,0.9522390366
4,23,f,2,0.7875,3,blue,green,None,5.011072874
4,23,f,2,0.7875,3,red,blue,blue,1.302339077
4,23,f,2,0.7875,3,red,green,green,1.597562075
4,23,f,2,0.7875,3,yellow,red,red,0.6553509235
4,23,f,2,0.7875,3,red,yellow,yellow,0.637745142
4,23,f,2,0.7875,3,red,purple,purple,0.7485411167
4,23,f,2,0.7875,3,blue,yellow,yellow,1.664710045
4,23,f,2,0.7875,3,yellow,blue,green,0.6621539593
4,23,f,2,0.7875,3,yellow,purple,purple,0.7585849762
4,23,f,2,0.7875,3,blue,purple,purple,1.079706907
4,23,f,2,0.7875,3,purple,red,red,0.5769619942
4,23,f,2,0.7875,3,green,yellow,blue,1.030246973
4,23,f,2,0.7875,3,green,blue,blue,1.124222994
4,23,f,2,0.7875,3,purple,green,purple,1.206212997
4,23,f,2,0.7875,3,green,red,red,0.7194020748
4,23,f,2,0.7875,3,green,purple,purple,2.327078104
4,23,f,2,0.7875,4,purple,yellow,yellow,0.7345478535
4,23,f,2,0.7875,4,blue,red,blue,2.421674013
4,23,f,2,0.7875,4,red,yellow,red,2.103322029
4,23,f,2,0.7875,4,purple,blue,blue,1.446527958
4,23,f,2,0.7875,4,green,yellow,yellow,0.9180150032
4,23,f,2,0.7875,4,purple,green,purple,1.834115982
4,23,f,2,0.7875,4,yellow,green,yellow,1.612499952
4,23,f,2,0.7875,4,blue,purple,purple,1.081061125
4,23,f,2,0.7875,4,blue,green,green,0.7672810555
4,23,f,2,0.7875,4,yellow,red,red,0.9623689651
4,23,f,2,0.7875,4,blue,yellow,yellow,1.172213078
4,23,f,2,0.7875,4,yellow,blue,blue,0.7894909382
4,23,f,2,0.7875,4,purple,red,red,0.8893179893
4,23,f,2,0.7875,4,green,purple,green,0.9765679836
4,23,f,2,0.7875,4,red,purple,purple,0.7113490105
4,23,f,2,0.7875,4,green,blue,blue,1.706437111
4,23,f,2,0.7875,4,red,green,red,1.931051016
4,23,f,2,0.7875,4,yellow,purple,purple,1.400974989
4,23,f,2,0.7875,4,red,blue,blue,2.413305044
4,23,f,2,0.7875,4,green,red,red,0.9528210163
